dataset,arquitetura,estrategia_init,tipo_ruido,nivel_ruido,n_qubits,n_camadas,acuracia_treino,acuracia_teste,gap_treino_teste,tempo_segundos,custo_final,cm_tn,cm_fp,cm_fn,cm_tp,seed
circles,basic_entangler,fibonacci_spiral,sem_ruido,0.0,4,2,0.5964285714285714,0.625,-0.02857142857142858,105.07313966751099,0.9416595805828942,39,21,24,36,42
