dataset,arquitetura,estrategia_init,tipo_ruido,nivel_ruido,n_qubits,n_camadas,acuracia_treino,acuracia_teste,gap_treino_teste,tempo_segundos,custo_final,cm_tn,cm_fp,cm_fn,cm_tp,seed
iris,random_entangling,matematico,sem_ruido,0.0,4,2,0.5571428571428572,0.5333333333333333,0.023809523809523836,22.854585647583008,0.97754038425462,8,7,7,8,44
