dataset,arquitetura,estrategia_init,tipo_ruido,nivel_ruido,n_qubits,n_camadas,acuracia_treino,acuracia_teste,gap_treino_teste,tempo_segundos,custo_final,cm_tn,cm_fp,cm_fn,cm_tp,seed
moons,hardware_efficient,matematico,depolarizante,0.005,4,2,0.5178571428571429,0.5416666666666666,-0.023809523809523725,98.11449670791626,1.237749370258171,30,30,25,35,42
