dataset,arquitetura,estrategia_init,tipo_ruido,nivel_ruido,n_qubits,n_camadas,acuracia_treino,acuracia_teste,gap_treino_teste,tempo_segundos,custo_final,cm_tn,cm_fp,cm_fn,cm_tp,seed
circles,qaoa,matematico,sem_ruido,0.0,4,2,0.49642857142857144,0.4666666666666667,0.029761904761904767,108.677166223526,1.1947768348556465,30,30,34,26,46
