dataset,arquitetura,estrategia_init,tipo_ruido,nivel_ruido,n_qubits,n_camadas,acuracia_treino,acuracia_teste,gap_treino_teste,tempo_segundos,custo_final,cm_tn,cm_fp,cm_fn,cm_tp,seed
moons,random_entangling,matematico,depolarizante,0.0025,4,2,0.675,0.675,0.0,94.43143677711487,0.9675715333659994,38,22,28,32,42
