dataset,arquitetura,estrategia_init,tipo_ruido,nivel_ruido,n_qubits,n_camadas,acuracia_treino,acuracia_teste,gap_treino_teste,tempo_segundos,custo_final,cm_tn,cm_fp,cm_fn,cm_tp,seed
moons,strongly_entangling,fibonacci_spiral,depolarizante,0.0075,4,2,0.775,0.8333333333333334,-0.05833333333333335,131.85117888450623,0.8651382034250156,53,7,13,47,42
